"business","name","taxcode","latitude","longitude","routines","reinspects","complaints","inspects","ratio","meanscore","highrisks","interval","c1","c2","c3","Score"
"5071","CAFEROSSO","H28",37.720851,-122.477084,5,1,1,7,0.2,94,0.4,193,0,0,0,4
"5074","NOAHS NEW YORK BAGELS 2105","H28",37.733944,-122.490438,6,0,1,7,0,94,0,179,0,0,0,4
"5077","SEAKOR DELI","H28",37.780054,-122.483181,5,3,0,8,0.6,93,0,197,0,0,0,4
"5083","AMCLevel 2","H28",37.784784,-122.421052,6,1,0,7,0.17,95,0,199,0,0,0,4
"5084","AMCLevel 4","H28",37.784784,-122.421052,6,1,0,7,0.17,95,0,199,0,0,0,4
"5085","AMCLevel 7","H28",37.784784,-122.421052,6,1,0,7,0.17,94,0,199,0,0,0,4
"5091","Crab Cake  Sweet","H28",37.80824,-122.410189,4,1,0,5,0.25,95,0,276,0,0,0,4
"5096","POPEYESGENEVA  MISSION","H29",37.716643,-122.441187,5,1,1,7,0.2,92,0,201,0,0,0,4
"5100","Chinatown Food Court","H26",37.792482,-122.405964,3,6,2,11,2,77,0.67,339,1,0,1,2
"5104","InNOut Burger","H29",37.807923,-122.417887,3,0,1,4,0,99,0,232,0,0,0,4
"5110","McDONALDS 17079","H28",37.789838,-122.400641,4,1,0,5,0.25,93,0.25,264,0,0,0,4
"5116","QUIZNOS SUB 3476","H29",37.787217,-122.403278,3,0,0,3,0,100,0,100,0,0,0,4
"5118","KFC","H29",37.742948,-122.478732,6,0,1,7,0,96,0.17,179,0,0,0,4
"5119","MCDONALDS","H29",37.713003,-122.444411,4,0,0,4,0,100,0,257,0,0,0,4
"5120","DOMINOS PIZZA","H29",37.753368,-122.497162,6,0,1,7,0,96,0,186,0,0,0,4
"5124","PIZZA HUT 758280","H29",37.786477,-122.415454,6,1,0,7,0.17,93,0.33,192,0,0,0,4
"5129","LATTE EXPRESS","H29",37.777702,-122.39585,4,3,0,7,0.75,90,0.5,264,0,0,0,4
"5136","Taco Bell","H29",37.793874,-122.396464,5,1,0,6,0.2,99,0,231,0,0,0,4
"5137","McDonalds","H29",37.793914,-122.398954,4,0,0,4,0,98,0,254,0,0,0,4
"5140","El Faro Mexican Food","H26",37.7912,-122.404041,4,2,0,6,0.5,90,0.5,286,0,0,0,4
"5143","MCDONALDS","H29",37.752219,-122.418415,5,3,6,14,0.6,95,0,210,0,0,0,4
"5144","POPEYES CHICKEN  BISCUIT","H29",37.774873,-122.437804,4,1,0,5,0.25,98,0,304,0,0,0,4
"5146","MCDONALDS","H29",37.764794,-122.419606,5,3,1,9,0.6,97,0.2,184,0,0,0,4
"5150","Kentucky Fried Chicken","H29",37.769758,-122.424782,5,4,6,15,0.8,92,0.2,168,0,0,0,4
"5156","McDONALDS","H29",37.765507,-122.407565,4,1,3,8,0.25,94,0,261,0,0,0,4
"5268","SAN FRANCISCO MUSEUM OF MODERN ART","H28",37.785643,-122.401192,3,0,0,3,0,99,0,327,0,0,0,4
"5564","Aramark at Grace Cathedral","H24",37.791538,-122.413334,5,0,0,5,0,98,0,214,0,0,0,4
"5653","S F Chowder A Chili Cart","H28",37.80824,-122.410189,4,1,0,5,0.25,92,0.25,296,0,0,0,4
"5654","S F Gourmet Hot Dog Cart","H28",37.80824,-122.410189,4,2,1,7,0.5,88,1,296,0,0,0,4
"5744","Fun Food Partners  Aunt Fannys","H28",37.668824,-122.409411,4,1,0,5,0.25,98,0,278,0,0,0,4
"6500","CHRISTA MARKET","H28",37.788638,-122.442217,3,2,0,5,0.67,94,0.33,300,0,0,0,4
"6636","STARBUCKS","H25",37.777053,-122.416939,3,0,3,6,0,99,0,381,0,0,0,4
"6680","Spicy Bite Food Inc","H25",37.740934,-122.422853,3,0,1,4,0,98,0,360,0,0,0,4
"6746","CHEZ PAPA","H24",37.757923,-122.393914,3,5,0,8,1.67,84,0.33,266,1,0,1,2
"6904","BUCHANAN FOOD MART","H28",37.789844,-122.430684,4,0,0,4,0,98,0,199,0,0,0,4
"6912","STORE ON THE CORNER THE","H28",37.787113,-122.400052,3,1,0,4,0.33,86,0.67,410,0,0,0,4
"7033","Sunset Strip","H25",37.761083,-122.490019,7,2,0,9,0.29,92,0.43,161,0,0,0,4
"7085","VALENCIA WHOLE FOODS","H28",37.757054,-122.421076,5,4,0,9,0.8,93,0.6,180,0,0,0,4
"7241","CHEVRON 1712","H28",37.800538,-122.430864,5,0,0,5,0,100,0,168,0,0,0,4
"7361","PastaGina","H28",37.751403,-122.436286,4,5,2,11,1.25,86,1,279,0,0,1,3
"7491","AUTO CITY Food Mart","H28",37.764773,-122.417416,4,3,0,7,0.75,88,1,294,0,0,0,4
"7493","MR PICKLES SANDWICH SHOP","H28",37.758817,-122.416522,4,1,0,5,0.25,88,0.5,275,0,0,0,4
"7573","Green Earth Natural Foods","H28",37.777598,-122.438287,5,1,0,6,0.2,98,0,216,0,0,0,4
"7759","PASITAS BAKERY","H28",37.723086,-122.435983,4,0,0,4,0,98,0,242,0,0,0,4
"7765","HILDAS MART  BAKE SHOP","H28",37.722477,-122.434488,4,0,1,5,0,96,0,233,0,0,0,4
"7778","PAN LIDO SALVADORENO 2 INC","H24",37.71536,-122.441924,4,0,0,4,0,94,0,236,0,0,0,4
"7857","JOLT N BOLT","H24",37.759868,-122.387584,4,0,0,4,0,98,0,252,0,0,0,4
"7880","BALLROOM BAKERY","H24",37.784964,-122.404752,4,0,0,4,0,99,0,214,0,0,0,4
"7997","COSTCO WHOLESALE","H26",37.770938,-122.41051,4,0,1,5,0,99,0,238,0,0,0,4
"8202","Xiao Loong","H25",37.738616,-122.468775,3,3,0,6,1,82,0.33,301,1,0,0,3
"8249","Frog Hollow Farm Market","H28",37.795225,-122.39377,4,4,0,8,1,91,0,241,0,0,0,4
"8251","Hog Island Oyster Co","H24",37.795225,-122.39377,3,2,1,6,0.67,97,0,324,0,0,0,4
"8882","Imperial Tea Court","H24",37.795225,-122.39377,4,5,0,9,1.25,93,0.25,267,0,0,1,3
"8948","SEGAFREDO","H28",37.784858,-122.407764,4,1,0,5,0.25,94,0,231,0,0,0,4
"8949","NOBLE","H25",37.782368,-122.419006,3,3,3,9,1,79,0,236,1,0,0,3
"9103","Marketbar","H26",37.795225,-122.39377,4,4,0,8,1,90,0,297,0,0,0,4
"9154","NOVA","H25",37.782406,-122.392664,3,0,0,3,0,92,0.33,230,0,0,0,4
"9155","STARBUCKS","H25",37.765427,-122.402645,5,2,0,7,0.4,97,0.2,222,0,0,0,4
"9156","MEXICO AU PARC","H25",37.782218,-122.393423,3,0,0,3,0,90,0.67,290,0,0,0,4
"9163","WRAPS TO GO","H24",37.792577,-122.393992,4,0,1,5,0,95,0.25,250,0,0,0,4
"9164","WORKING GIRLS CAFE 4","H24",37.787227,-122.40028,4,1,0,5,0.25,93,0.75,273,0,0,0,4
"9165","HARVEST  ROWE INC","H25",37.788524,-122.400422,3,2,0,5,0.67,95,0,334,0,0,0,4
"9173","Taqueria Gira Sol","H24",37.720894,-122.478029,4,2,0,6,0.5,89,0.25,207,0,0,0,4
"9183","GOLD CORNER CAFE","H26",37.742012,-122.403523,4,3,0,7,0.75,85,0.75,269,1,0,0,3
"9208","Nordstrom Expresso Bar","H24",37.726895,-122.475861,5,0,0,5,0,98,0,202,0,0,0,4
"9215","The Chameleon","H24",37.795673,-122.416477,5,3,0,8,0.6,89,0.2,234,0,0,0,4
"9232","Fillmore Street Cafe","H25",37.781974,-122.432474,6,0,0,6,0,92,0.4,151,0,0,0,4
"9248","Belly Good Cafe  Crepes","H28",37.785457,-122.430317,5,0,0,5,0,96,0.2,185,0,0,0,4
"9273","Taqueria Mana","H24",37.790043,-122.407104,6,4,0,10,0.67,81,0.33,186,1,0,0,3
"9275","Savanna Jazz","H26",37.750014,-122.418195,2,1,0,3,0.5,92,0.5,448,0,0,0,4
"9283","La Fonda","H24",37.764108,-122.465531,3,1,0,4,0.33,84,1,225,1,0,0,3
"9289","Subway 27715","H29",37.794305,-122.404784,2,1,0,3,0.5,98,0,345,0,0,0,4
